,Chromosome,Source,Feature,Start,End,Score,Strand,Frame,Attribute
154541,JAILWY010000019.1,AUGUSTUS,gene,5286636,5286947,0.95,+,.,JAILWY010000019.1.g13180
154546,JAILWY010000019.1,AUGUSTUS,gene,5295332,5314527,0.83,-,.,JAILWY010000019.1.g13181
154559,JAILWY010000019.1,AUGUSTUS,gene,5390995,5394773,0.52,-,.,JAILWY010000019.1.g13182
154570,JAILWY010000019.1,AUGUSTUS,gene,5406774,5407989,0.6,-,.,JAILWY010000019.1.g13183
154577,JAILWY010000019.1,AUGUSTUS,gene,5615475,5615813,0.83,+,.,JAILWY010000019.1.g13184
154582,JAILWY010000019.1,AUGUSTUS,gene,5695775,5708811,0.05,+,.,JAILWY010000019.1.g13185
154625,JAILWY010000019.1,AUGUSTUS,gene,5722610,5724571,0.35,-,.,JAILWY010000019.1.g13186
154632,JAILWY010000019.1,AUGUSTUS,gene,5736583,5743202,0.22,+,.,JAILWY010000019.1.g13187
154645,JAILWY010000019.1,AUGUSTUS,gene,5746292,5746789,0.31,-,.,JAILWY010000019.1.g13188
154650,JAILWY010000019.1,AUGUSTUS,gene,5751912,5759303,0.34,+,.,JAILWY010000019.1.g13189
154687,JAILWY010000019.1,AUGUSTUS,gene,5764860,5769274,0.61,-,.,JAILWY010000019.1.g13190
154706,JAILWY010000019.1,AUGUSTUS,gene,5774014,5779456,0.11,-,.,JAILWY010000019.1.g13191
154737,JAILWY010000019.1,AUGUSTUS,gene,5782976,5786321,0.16,-,.,JAILWY010000019.1.g13192
154746,JAILWY010000019.1,AUGUSTUS,gene,5786370,5798260,0.06,-,.,JAILWY010000019.1.g13193
154773,JAILWY010000019.1,AUGUSTUS,gene,5799141,5845362,0.03,-,.,JAILWY010000019.1.g13194
154900,JAILWY010000019.1,AUGUSTUS,gene,5846126,5856076,0.26,-,.,JAILWY010000019.1.g13195
154931,JAILWY010000019.1,AUGUSTUS,gene,5864737,5865377,0.72,-,.,JAILWY010000019.1.g13196
154938,JAILWY010000019.1,AUGUSTUS,gene,5920412,5929743,0.72,-,.,JAILWY010000019.1.g13197
154983,JAILWY010000019.1,AUGUSTUS,gene,5944702,5948217,0.55,+,.,JAILWY010000019.1.g13198
154990,JAILWY010000019.1,AUGUSTUS,gene,5952469,5952807,0.48,+,.,JAILWY010000019.1.g13199
154995,JAILWY010000019.1,AUGUSTUS,gene,5958094,5958300,0.7,+,.,JAILWY010000019.1.g13200
155000,JAILWY010000019.1,AUGUSTUS,gene,5962774,5963250,0.95,-,.,JAILWY010000019.1.g13201
155005,JAILWY010000019.1,AUGUSTUS,gene,5963776,5965701,1,-,.,JAILWY010000019.1.g13202
155010,JAILWY010000019.1,AUGUSTUS,gene,5978010,5978216,0.72,+,.,JAILWY010000019.1.g13203
155015,JAILWY010000019.1,AUGUSTUS,gene,5982541,5983017,0.96,-,.,JAILWY010000019.1.g13204
155020,JAILWY010000019.1,AUGUSTUS,gene,5983543,5985468,1,-,.,JAILWY010000019.1.g13205
155025,JAILWY010000019.1,AUGUSTUS,gene,5999428,5999796,0.7,+,.,JAILWY010000019.1.g13206
155030,JAILWY010000019.1,AUGUSTUS,gene,6008232,6011581,0.14,-,.,JAILWY010000019.1.g13207
155043,JAILWY010000019.1,AUGUSTUS,gene,6013580,6016607,0.22,-,.,JAILWY010000019.1.g13208
155050,JAILWY010000019.1,AUGUSTUS,gene,6056901,6070999,0.51,+,.,JAILWY010000019.1.g13209
155087,JAILWY010000019.1,AUGUSTUS,gene,6078143,6078475,0.97,-,.,JAILWY010000019.1.g13210
155092,JAILWY010000019.1,AUGUSTUS,gene,6078791,6079792,0.84,+,.,JAILWY010000019.1.g13211
155099,JAILWY010000019.1,AUGUSTUS,gene,6081463,6122999,0.03,-,.,JAILWY010000019.1.g13212
155150,JAILWY010000019.1,AUGUSTUS,gene,6170290,6170592,0.8,+,.,JAILWY010000019.1.g13213
155155,JAILWY010000019.1,AUGUSTUS,gene,6197870,6198307,0.99,+,.,JAILWY010000019.1.g13214
155160,JAILWY010000019.1,AUGUSTUS,gene,6198440,6198673,0.61,+,.,JAILWY010000019.1.g13215
155165,JAILWY010000019.1,AUGUSTUS,gene,6254073,6255826,0.78,+,.,JAILWY010000019.1.g13216
155172,JAILWY010000019.1,AUGUSTUS,gene,6275848,6285148,0.89,+,.,JAILWY010000019.1.g13217
155179,JAILWY010000019.1,AUGUSTUS,gene,6327209,6335579,0.3,+,.,JAILWY010000019.1.g13218
155200,JAILWY010000019.1,AUGUSTUS,gene,6378889,6381067,0.54,+,.,JAILWY010000019.1.g13219
155209,JAILWY010000019.1,AUGUSTUS,gene,6384531,6386112,0.72,-,.,JAILWY010000019.1.g13220
155220,JAILWY010000019.1,AUGUSTUS,gene,6387710,6397887,0.71,+,.,JAILWY010000019.1.g13221
155257,JAILWY010000019.1,AUGUSTUS,gene,6404570,6410126,0.91,-,.,JAILWY010000019.1.g13222
155278,JAILWY010000019.1,AUGUSTUS,gene,6421970,6426208,0.62,-,.,JAILWY010000019.1.g13223
155293,JAILWY010000019.1,AUGUSTUS,gene,6430504,6430956,1,-,.,JAILWY010000019.1.g13224
155300,JAILWY010000019.1,AUGUSTUS,gene,6438051,6439292,0.56,+,.,JAILWY010000019.1.g13225
155311,JAILWY010000019.1,AUGUSTUS,gene,6442092,6442358,0.98,-,.,JAILWY010000019.1.g13226
155316,JAILWY010000019.1,AUGUSTUS,gene,6447244,6450315,0.99,-,.,JAILWY010000019.1.g13227
155329,JAILWY010000019.1,AUGUSTUS,gene,6453222,6463248,0.31,-,.,JAILWY010000019.1.g13228
155366,JAILWY010000019.1,AUGUSTUS,gene,6463885,6464295,0.87,-,.,JAILWY010000019.1.g13229
155371,JAILWY010000019.1,AUGUSTUS,gene,6464438,6464761,0.91,+,.,JAILWY010000019.1.g13230
155376,JAILWY010000019.1,AUGUSTUS,gene,6464932,6466466,0.15,-,.,JAILWY010000019.1.g13231
155385,JAILWY010000019.1,AUGUSTUS,gene,6488145,6488435,0.96,+,.,JAILWY010000019.1.g13232
155390,JAILWY010000019.1,AUGUSTUS,gene,6504940,6505260,0.95,-,.,JAILWY010000019.1.g13233
155395,JAILWY010000019.1,AUGUSTUS,gene,6505511,6505795,0.41,-,.,JAILWY010000019.1.g13234
155400,JAILWY010000019.1,AUGUSTUS,gene,6505885,6506205,0.99,-,.,JAILWY010000019.1.g13235
155405,JAILWY010000019.1,AUGUSTUS,gene,6506456,6506740,0.25,-,.,JAILWY010000019.1.g13236
155410,JAILWY010000019.1,AUGUSTUS,gene,6506830,6507114,0.34,-,.,JAILWY010000019.1.g13237
155415,JAILWY010000019.1,AUGUSTUS,gene,6507204,6507488,0.38,-,.,JAILWY010000019.1.g13238
155420,JAILWY010000019.1,AUGUSTUS,gene,6507578,6507862,0.53,-,.,JAILWY010000019.1.g13239
155425,JAILWY010000019.1,AUGUSTUS,gene,6507952,6508272,0.93,-,.,JAILWY010000019.1.g13240
155430,JAILWY010000019.1,AUGUSTUS,gene,6520333,6520596,0.94,+,.,JAILWY010000019.1.g13241
155435,JAILWY010000019.1,AUGUSTUS,gene,6534183,6535276,0.88,-,.,JAILWY010000019.1.g13242
155442,JAILWY010000019.1,AUGUSTUS,gene,6537334,6537624,0.95,+,.,JAILWY010000019.1.g13243
155447,JAILWY010000019.1,AUGUSTUS,gene,6547522,6547866,0.65,-,.,JAILWY010000019.1.g13244
155452,JAILWY010000019.1,AUGUSTUS,gene,6557962,6558210,0.37,-,.,JAILWY010000019.1.g13245
155457,JAILWY010000019.1,AUGUSTUS,gene,6617488,6626799,0.19,+,.,JAILWY010000019.1.g13246
155484,JAILWY010000019.1,AUGUSTUS,gene,6639486,6646432,0.07,-,.,JAILWY010000019.1.g13247
155515,JAILWY010000019.1,AUGUSTUS,gene,6647272,6647925,0.99,+,.,JAILWY010000019.1.g13248
155520,JAILWY010000019.1,AUGUSTUS,gene,6651530,6652372,0.67,-,.,JAILWY010000019.1.g13249
155525,JAILWY010000019.1,AUGUSTUS,gene,6655849,6656661,0.99,+,.,JAILWY010000019.1.g13250
155530,JAILWY010000019.1,AUGUSTUS,gene,6660175,6661098,0.96,+,.,JAILWY010000019.1.g13251
155535,JAILWY010000019.1,AUGUSTUS,gene,6668896,6669405,0.89,+,.,JAILWY010000019.1.g13252
155540,JAILWY010000019.1,AUGUSTUS,gene,6673436,6674248,0.98,+,.,JAILWY010000019.1.g13253
155545,JAILWY010000019.1,AUGUSTUS,gene,6685568,6685900,0.51,+,.,JAILWY010000019.1.g13254
155550,JAILWY010000019.1,AUGUSTUS,gene,6691762,6691971,0.59,-,.,JAILWY010000019.1.g13255
155555,JAILWY010000019.1,AUGUSTUS,gene,6731603,6731881,0.36,+,.,JAILWY010000019.1.g13256
155560,JAILWY010000019.1,AUGUSTUS,gene,6736464,6739977,0.61,-,.,JAILWY010000019.1.g13257
155569,JAILWY010000019.1,AUGUSTUS,gene,6748471,6755110,0.36,-,.,JAILWY010000019.1.g13258
155584,JAILWY010000019.1,AUGUSTUS,gene,6756418,6766202,0.3,+,.,JAILWY010000019.1.g13259
155591,JAILWY010000019.1,AUGUSTUS,gene,6814426,6817658,0.43,+,.,JAILWY010000019.1.g13260
155598,JAILWY010000019.1,AUGUSTUS,gene,6821361,6822684,0.3,+,.,JAILWY010000019.1.g13261
155605,JAILWY010000019.1,AUGUSTUS,gene,6830913,6832601,0.54,-,.,JAILWY010000019.1.g13262
155618,JAILWY010000019.1,AUGUSTUS,gene,6834539,6837650,0.65,+,.,JAILWY010000019.1.g13263
155641,JAILWY010000019.1,AUGUSTUS,gene,6842337,6843662,0.93,-,.,JAILWY010000019.1.g13264
155648,JAILWY010000019.1,AUGUSTUS,gene,6845138,6849142,0.18,+,.,JAILWY010000019.1.g13265
155655,JAILWY010000019.1,AUGUSTUS,gene,6854593,6854817,0.63,+,.,JAILWY010000019.1.g13266
155660,JAILWY010000019.1,AUGUSTUS,gene,6858388,6858621,0.34,-,.,JAILWY010000019.1.g13267
155665,JAILWY010000019.1,AUGUSTUS,gene,6866563,6866994,0.48,+,.,JAILWY010000019.1.g13268
155670,JAILWY010000019.1,AUGUSTUS,gene,6929541,6930092,0.76,+,.,JAILWY010000019.1.g13269
155675,JAILWY010000019.1,AUGUSTUS,gene,6945305,6945610,0.59,-,.,JAILWY010000019.1.g13270
155680,JAILWY010000019.1,AUGUSTUS,gene,6953105,6954453,0.47,-,.,JAILWY010000019.1.g13271
155691,JAILWY010000019.1,AUGUSTUS,gene,6971390,6972897,0.58,+,.,JAILWY010000019.1.g13272
155702,JAILWY010000019.1,AUGUSTUS,gene,6973518,6975870,0.99,-,.,JAILWY010000019.1.g13273
155715,JAILWY010000019.1,AUGUSTUS,gene,6977700,6980743,0.25,+,.,JAILWY010000019.1.g13274
155732,JAILWY010000019.1,AUGUSTUS,gene,6981890,6982534,0.84,-,.,JAILWY010000019.1.g13275
155741,JAILWY010000019.1,AUGUSTUS,gene,6983474,6984814,0.15,+,.,JAILWY010000019.1.g13276
155752,JAILWY010000019.1,AUGUSTUS,gene,6992406,6995062,0.13,+,.,JAILWY010000019.1.g13277
155765,JAILWY010000019.1,AUGUSTUS,gene,6996113,6997525,0.92,-,.,JAILWY010000019.1.g13278
155774,JAILWY010000019.1,AUGUSTUS,gene,6999428,7000231,0.64,+,.,JAILWY010000019.1.g13279
155783,JAILWY010000019.1,AUGUSTUS,gene,7003316,7004656,0.17,+,.,JAILWY010000019.1.g13280
155794,JAILWY010000019.1,AUGUSTUS,gene,7005712,7008064,1,-,.,JAILWY010000019.1.g13281
155807,JAILWY010000019.1,AUGUSTUS,gene,7010139,7010942,0.45,+,.,JAILWY010000019.1.g13282
155816,JAILWY010000019.1,AUGUSTUS,gene,7011480,7012483,0.37,-,.,JAILWY010000019.1.g13283
155825,JAILWY010000019.1,AUGUSTUS,gene,7013224,7015211,0.58,+,.,JAILWY010000019.1.g13284
155832,JAILWY010000019.1,AUGUSTUS,gene,7015349,7015660,0.78,-,.,JAILWY010000019.1.g13285
155837,JAILWY010000019.1,AUGUSTUS,gene,7015706,7016167,0.73,-,.,JAILWY010000019.1.g13286
155842,JAILWY010000019.1,AUGUSTUS,gene,7035199,7040813,0.92,+,.,JAILWY010000019.1.g13287
155857,JAILWY010000019.1,AUGUSTUS,gene,7051564,7056218,0.11,+,.,JAILWY010000019.1.g13288
155878,JAILWY010000019.1,AUGUSTUS,gene,7056867,7057934,0.8,-,.,JAILWY010000019.1.g13289
155883,JAILWY010000019.1,AUGUSTUS,gene,7058043,7058678,0.92,-,.,JAILWY010000019.1.g13290
155888,JAILWY010000019.1,AUGUSTUS,gene,7075297,7076182,0.67,+,.,JAILWY010000019.1.g13291
155895,JAILWY010000019.1,AUGUSTUS,gene,7081211,7084786,0.32,+,.,JAILWY010000019.1.g13292
155908,JAILWY010000019.1,AUGUSTUS,gene,7089748,7093156,0.28,+,.,JAILWY010000019.1.g13293
155921,JAILWY010000019.1,AUGUSTUS,gene,7099327,7119155,0.13,-,.,JAILWY010000019.1.g13294
155972,JAILWY010000019.1,AUGUSTUS,gene,7121339,7121680,0.94,-,.,JAILWY010000019.1.g13295
155977,JAILWY010000019.1,AUGUSTUS,gene,7140728,7140934,0.49,-,.,JAILWY010000019.1.g13296
155982,JAILWY010000019.1,AUGUSTUS,gene,7144868,7145284,0.67,+,.,JAILWY010000019.1.g13297
155989,JAILWY010000019.1,AUGUSTUS,gene,7157938,7162964,0.17,+,.,JAILWY010000019.1.g13298
156002,JAILWY010000019.1,AUGUSTUS,gene,7165465,7167603,0.45,+,.,JAILWY010000019.1.g13299
156011,JAILWY010000019.1,AUGUSTUS,gene,7172458,7176566,0.34,+,.,JAILWY010000019.1.g13300
156026,JAILWY010000019.1,AUGUSTUS,gene,7179174,7179644,1,+,.,JAILWY010000019.1.g13301
156031,JAILWY010000019.1,AUGUSTUS,gene,7181539,7183202,0.46,+,.,JAILWY010000019.1.g13302
156042,JAILWY010000019.1,AUGUSTUS,gene,7188187,7191858,0.09,+,.,JAILWY010000019.1.g13303
156055,JAILWY010000019.1,AUGUSTUS,gene,7194264,7197419,0.84,+,.,JAILWY010000019.1.g13304
156066,JAILWY010000019.1,AUGUSTUS,gene,7204763,7214408,0.12,-,.,JAILWY010000019.1.g13305
156087,JAILWY010000019.1,AUGUSTUS,gene,7215812,7219517,0.18,-,.,JAILWY010000019.1.g13306
156102,JAILWY010000019.1,AUGUSTUS,gene,7221874,7222233,0.5,+,.,JAILWY010000019.1.g13307
156107,JAILWY010000019.1,AUGUSTUS,gene,7254055,7255151,0.35,+,.,JAILWY010000019.1.g13308
156114,JAILWY010000019.1,AUGUSTUS,gene,7255511,7256380,0.95,+,.,JAILWY010000019.1.g13309
156119,JAILWY010000019.1,AUGUSTUS,gene,7257162,7257524,0.55,+,.,JAILWY010000019.1.g13310
156124,JAILWY010000019.1,AUGUSTUS,gene,7264305,7267929,0.55,+,.,JAILWY010000019.1.g13311
156131,JAILWY010000019.1,AUGUSTUS,gene,7276287,7282207,0.39,+,.,JAILWY010000019.1.g13312
156142,JAILWY010000019.1,AUGUSTUS,gene,7284365,7292945,0.16,-,.,JAILWY010000019.1.g13313
156155,JAILWY010000019.1,AUGUSTUS,gene,7293788,7294033,0.9,+,.,JAILWY010000019.1.g13314
156160,JAILWY010000019.1,AUGUSTUS,gene,7295598,7295963,0.56,+,.,JAILWY010000019.1.g13315
156165,JAILWY010000019.1,AUGUSTUS,gene,7303872,7307925,0.42,-,.,JAILWY010000019.1.g13316
156180,JAILWY010000019.1,AUGUSTUS,gene,7315361,7331537,0.02,+,.,JAILWY010000019.1.g13317
156271,JAILWY010000019.1,AUGUSTUS,gene,7337021,7341825,0.71,-,.,JAILWY010000019.1.g13318
156286,JAILWY010000019.1,AUGUSTUS,gene,7344189,7353950,0.18,+,.,JAILWY010000019.1.g13319
156311,JAILWY010000019.1,AUGUSTUS,gene,7358957,7359454,1,-,.,JAILWY010000019.1.g13320
156316,JAILWY010000019.1,AUGUSTUS,gene,7360606,7371274,0.07,+,.,JAILWY010000019.1.g13321
156347,JAILWY010000019.1,AUGUSTUS,gene,7388330,7388557,0.75,+,.,JAILWY010000019.1.g13322
156352,JAILWY010000019.1,AUGUSTUS,gene,7403713,7406136,0.62,+,.,JAILWY010000019.1.g13323
156361,JAILWY010000019.1,AUGUSTUS,gene,7406377,7418797,0.25,+,.,JAILWY010000019.1.g13324
156378,JAILWY010000019.1,AUGUSTUS,gene,7426158,7433980,0.29,+,.,JAILWY010000019.1.g13325
156393,JAILWY010000019.1,AUGUSTUS,gene,7435848,7438832,0.57,-,.,JAILWY010000019.1.g13326
156406,JAILWY010000019.1,AUGUSTUS,gene,7449658,7449885,0.78,+,.,JAILWY010000019.1.g13327
156411,JAILWY010000019.1,AUGUSTUS,gene,7471627,7479110,0.82,+,.,JAILWY010000019.1.g13328
156434,JAILWY010000019.1,AUGUSTUS,gene,7486777,7505991,0.1,+,.,JAILWY010000019.1.g13329
156503,JAILWY010000019.1,AUGUSTUS,gene,7515468,7524536,0.24,+,.,JAILWY010000019.1.g13330
156542,JAILWY010000019.1,AUGUSTUS,gene,7527980,7529144,0.79,-,.,JAILWY010000019.1.g13331
156553,JAILWY010000019.1,AUGUSTUS,gene,7538230,7542353,0.19,-,.,JAILWY010000019.1.g13332
156564,JAILWY010000019.1,AUGUSTUS,gene,7544616,7549117,0.46,+,.,JAILWY010000019.1.g13333
156587,JAILWY010000019.1,AUGUSTUS,gene,7556748,7562836,0.4,-,.,JAILWY010000019.1.g13334
156616,JAILWY010000019.1,AUGUSTUS,gene,7571802,7582100,0.2,-,.,JAILWY010000019.1.g13335
156651,JAILWY010000019.1,AUGUSTUS,gene,7587509,7588828,0.18,-,.,JAILWY010000019.1.g13336
156662,JAILWY010000019.1,AUGUSTUS,gene,7594716,7595015,0.59,+,.,JAILWY010000019.1.g13337
156667,JAILWY010000019.1,AUGUSTUS,gene,7639457,7640531,0.25,-,.,JAILWY010000019.1.g13338
156676,JAILWY010000019.1,AUGUSTUS,gene,7647871,7648146,0.91,+,.,JAILWY010000019.1.g13339
156681,JAILWY010000019.1,AUGUSTUS,gene,7648264,7666293,0.01,+,.,JAILWY010000019.1.g13340
156764,JAILWY010000019.1,AUGUSTUS,gene,7667379,7689168,0.03,+,.,JAILWY010000019.1.g13341
156833,JAILWY010000019.1,AUGUSTUS,gene,7689510,7689713,0.68,-,.,JAILWY010000019.1.g13342
156838,JAILWY010000019.1,AUGUSTUS,gene,7709418,7709838,0.77,+,.,JAILWY010000019.1.g13343
156845,JAILWY010000019.1,AUGUSTUS,gene,7715091,7723868,0.74,+,.,JAILWY010000019.1.g13344
156864,JAILWY010000019.1,AUGUSTUS,gene,7726525,7727086,0.25,-,.,JAILWY010000019.1.g13345
156871,JAILWY010000019.1,AUGUSTUS,gene,7734377,7738435,0.57,+,.,JAILWY010000019.1.g13346
156888,JAILWY010000019.1,AUGUSTUS,gene,7747908,7749238,0.38,-,.,JAILWY010000019.1.g13347
156895,JAILWY010000019.1,AUGUSTUS,gene,7750312,7759395,0.11,-,.,JAILWY010000019.1.g13348
156916,JAILWY010000019.1,AUGUSTUS,gene,7780543,7780857,0.94,-,.,JAILWY010000019.1.g13349
156921,JAILWY010000019.1,AUGUSTUS,gene,7796088,7796315,0.74,+,.,JAILWY010000019.1.g13350
156926,JAILWY010000019.1,AUGUSTUS,gene,7819902,7820475,0.28,-,.,JAILWY010000019.1.g13351
156935,JAILWY010000019.1,AUGUSTUS,gene,7827343,7866529,0.03,-,.,JAILWY010000019.1.g13352
157052,JAILWY010000019.1,AUGUSTUS,gene,7870613,7870843,0.98,+,.,JAILWY010000019.1.g13353
157057,JAILWY010000019.1,AUGUSTUS,gene,7880498,7882119,0.72,+,.,JAILWY010000019.1.g13354
157064,JAILWY010000019.1,AUGUSTUS,gene,7885719,7885994,0.75,+,.,JAILWY010000019.1.g13355
157069,JAILWY010000019.1,AUGUSTUS,gene,7905586,7906017,1,+,.,JAILWY010000019.1.g13356
157074,JAILWY010000019.1,AUGUSTUS,gene,7913333,7915207,0.58,-,.,JAILWY010000019.1.g13357
157079,JAILWY010000019.1,AUGUSTUS,gene,7935889,7937388,0.39,-,.,JAILWY010000019.1.g13358
157086,JAILWY010000019.1,AUGUSTUS,gene,7948164,7949153,0.29,+,.,JAILWY010000019.1.g13359
157095,JAILWY010000019.1,AUGUSTUS,gene,7956855,7957772,0.82,+,.,JAILWY010000019.1.g13360
157100,JAILWY010000019.1,AUGUSTUS,gene,7961856,7962164,0.79,-,.,JAILWY010000019.1.g13361
157105,JAILWY010000019.1,AUGUSTUS,gene,7969003,7986126,0.24,-,.,JAILWY010000019.1.g13362
157128,JAILWY010000019.1,AUGUSTUS,gene,7991996,7992472,1,+,.,JAILWY010000019.1.g13363
157133,JAILWY010000019.1,AUGUSTUS,gene,8035203,8036036,0.55,+,.,JAILWY010000019.1.g13364
157138,JAILWY010000019.1,AUGUSTUS,gene,8052216,8052707,0.74,-,.,JAILWY010000019.1.g13365
157143,JAILWY010000019.1,AUGUSTUS,gene,8054490,8059533,0.67,+,.,JAILWY010000019.1.g13366
157170,JAILWY010000020.1,AUGUSTUS,gene,7420,10726,0.13,-,.,JAILWY010000020.1.g13367
157177,JAILWY010000020.1,AUGUSTUS,gene,22588,24780,0.44,-,.,JAILWY010000020.1.g13368
157192,JAILWY010000020.1,AUGUSTUS,gene,26128,27986,0.98,+,.,JAILWY010000020.1.g13369
157201,JAILWY010000020.1,AUGUSTUS,gene,34056,38763,0.77,-,.,JAILWY010000020.1.g13370
157214,JAILWY010000020.1,AUGUSTUS,gene,46102,46314,0.72,+,.,JAILWY010000020.1.g13371
157219,JAILWY010000020.1,AUGUSTUS,gene,48288,48527,0.33,-,.,JAILWY010000020.1.g13372
157224,JAILWY010000020.1,AUGUSTUS,gene,131385,131714,1,+,.,JAILWY010000020.1.g13373
157229,JAILWY010000020.1,AUGUSTUS,gene,154026,154421,0.88,-,.,JAILWY010000020.1.g13374
157234,JAILWY010000020.1,AUGUSTUS,gene,191272,192335,0.4,+,.,JAILWY010000020.1.g13375
157241,JAILWY010000020.1,AUGUSTUS,gene,204733,208916,0.46,+,.,JAILWY010000020.1.g13376
157250,JAILWY010000020.1,AUGUSTUS,gene,267471,271638,0.62,+,.,JAILWY010000020.1.g13377
157271,JAILWY010000020.1,AUGUSTUS,gene,275549,277857,0.27,+,.,JAILWY010000020.1.g13378
157280,JAILWY010000020.1,AUGUSTUS,gene,278591,279077,0.55,+,.,JAILWY010000020.1.g13379
157287,JAILWY010000020.1,AUGUSTUS,gene,291472,294667,0.54,-,.,JAILWY010000020.1.g13380
157300,JAILWY010000020.1,AUGUSTUS,gene,295251,296313,0.83,+,.,JAILWY010000020.1.g13381
157311,JAILWY010000020.1,AUGUSTUS,gene,297125,299135,0.5,-,.,JAILWY010000020.1.g13382
157326,JAILWY010000020.1,AUGUSTUS,gene,299960,304619,0.37,-,.,JAILWY010000020.1.g13383
157349,JAILWY010000020.1,AUGUSTUS,gene,308386,310113,1,-,.,JAILWY010000020.1.g13384
157354,JAILWY010000020.1,AUGUSTUS,gene,312658,314382,0.92,-,.,JAILWY010000020.1.g13385
157359,JAILWY010000020.1,AUGUSTUS,gene,317453,327372,0.13,+,.,JAILWY010000020.1.g13386
157378,JAILWY010000020.1,AUGUSTUS,gene,332253,333541,0.47,+,.,JAILWY010000020.1.g13387
157389,JAILWY010000020.1,AUGUSTUS,gene,341236,351126,0.12,-,.,JAILWY010000020.1.g13388
157424,JAILWY010000020.1,AUGUSTUS,gene,351750,357179,0.43,+,.,JAILWY010000020.1.g13389
157441,JAILWY010000020.1,AUGUSTUS,gene,360404,363268,0.36,-,.,JAILWY010000020.1.g13390
157450,JAILWY010000020.1,AUGUSTUS,gene,364659,365268,0.43,+,.,JAILWY010000020.1.g13391
157457,JAILWY010000020.1,AUGUSTUS,gene,365558,366570,0.66,-,.,JAILWY010000020.1.g13392
157466,JAILWY010000020.1,AUGUSTUS,gene,368199,370739,0.18,+,.,JAILWY010000020.1.g13393
157485,JAILWY010000020.1,AUGUSTUS,gene,370782,371317,0.66,+,.,JAILWY010000020.1.g13394
157492,JAILWY010000020.1,AUGUSTUS,gene,389217,389834,0.79,-,.,JAILWY010000020.1.g13395
157499,JAILWY010000020.1,AUGUSTUS,gene,390033,394801,0.1,-,.,JAILWY010000020.1.g13396
157514,JAILWY010000020.1,AUGUSTUS,gene,400434,401102,0.57,-,.,JAILWY010000020.1.g13397
157519,JAILWY010000020.1,AUGUSTUS,gene,405168,405752,0.77,-,.,JAILWY010000020.1.g13398
157524,JAILWY010000020.1,AUGUSTUS,gene,406573,407530,0.19,-,.,JAILWY010000020.1.g13399
157531,JAILWY010000020.1,AUGUSTUS,gene,417555,419020,0.89,+,.,JAILWY010000020.1.g13400
157538,JAILWY010000020.1,AUGUSTUS,gene,419675,420103,0.99,+,.,JAILWY010000020.1.g13401
157543,JAILWY010000020.1,AUGUSTUS,gene,420322,423841,0.31,+,.,JAILWY010000020.1.g13402
157556,JAILWY010000020.1,AUGUSTUS,gene,429606,434555,0.12,+,.,JAILWY010000020.1.g13403
157575,JAILWY010000020.1,AUGUSTUS,gene,435153,440615,0.93,+,.,JAILWY010000020.1.g13404
157602,JAILWY010000020.1,AUGUSTUS,gene,442097,443533,0.81,+,.,JAILWY010000020.1.g13405
157607,JAILWY010000020.1,AUGUSTUS,gene,443688,457944,0.43,+,.,JAILWY010000020.1.g13406
157642,JAILWY010000020.1,AUGUSTUS,gene,459635,473623,0.21,+,.,JAILWY010000020.1.g13407
157691,JAILWY010000020.1,AUGUSTUS,gene,482931,491742,0.65,-,.,JAILWY010000020.1.g13408
157706,JAILWY010000020.1,AUGUSTUS,gene,499114,499401,0.92,-,.,JAILWY010000020.1.g13409
157711,JAILWY010000020.1,AUGUSTUS,gene,516926,518231,0.62,-,.,JAILWY010000020.1.g13410
157722,JAILWY010000020.1,AUGUSTUS,gene,519090,519668,0.5,-,.,JAILWY010000020.1.g13411
157727,JAILWY010000020.1,AUGUSTUS,gene,521691,523852,0.74,-,.,JAILWY010000020.1.g13412
157740,JAILWY010000020.1,AUGUSTUS,gene,524176,525891,0.56,+,.,JAILWY010000020.1.g13413
157751,JAILWY010000020.1,AUGUSTUS,gene,527230,531719,0.27,+,.,JAILWY010000020.1.g13414
157778,JAILWY010000020.1,AUGUSTUS,gene,535261,537376,0.83,-,.,JAILWY010000020.1.g13415
157795,JAILWY010000020.1,AUGUSTUS,gene,537676,538502,0.51,-,.,JAILWY010000020.1.g13416
157804,JAILWY010000020.1,AUGUSTUS,gene,538683,557538,0.02,-,.,JAILWY010000020.1.g13417
157883,JAILWY010000020.1,AUGUSTUS,gene,557764,559093,0.55,-,.,JAILWY010000020.1.g13418
157892,JAILWY010000020.1,AUGUSTUS,gene,560041,560677,0.87,-,.,JAILWY010000020.1.g13419
157899,JAILWY010000020.1,AUGUSTUS,gene,561561,569136,0.69,+,.,JAILWY010000020.1.g13420
157940,JAILWY010000020.1,AUGUSTUS,gene,572136,572592,0.49,-,.,JAILWY010000020.1.g13421
157947,JAILWY010000020.1,AUGUSTUS,gene,624960,625238,0.51,+,.,JAILWY010000020.1.g13422
157952,JAILWY010000020.1,AUGUSTUS,gene,632278,632655,0.82,+,.,JAILWY010000020.1.g13423
157957,JAILWY010000020.1,AUGUSTUS,gene,633620,640308,0.3,+,.,JAILWY010000020.1.g13424
157972,JAILWY010000020.1,AUGUSTUS,gene,649149,661537,0.32,+,.,JAILWY010000020.1.g13425
157991,JAILWY010000020.1,AUGUSTUS,gene,663952,664743,0.4,-,.,JAILWY010000020.1.g13426
